feedback_text,is_fake,sentiment
"Very satisfied.,no,positive
This is a bot review.",yes,neutral
"Great product.,no,positive
Terrible service.",no,negative
"Buy now!,yes,positive
Average.",no,neutral
"Poor quality.,no,negative
Excellent.",no,positive
"Spam.,yes,negative
Good value.",no,positive
"Bad experience.,no,negative
Free gift!",yes,positive
"Functional.,no,neutral
Broken.",no,negative
"Amazing!,no,positive
Promotional.",yes,positive
"The new update fixed all the bugs, very smooth now.",no,positive
I'm extremely disappointed with the lack of features.,no,negative
"This is a limited-time offer, act now before it's gone!",yes,positive
"The product is exactly as described, no surprises.",no,positive
The customer service was responsive and helpful.,no,positive
"It's a bit pricey, but worth the investment.",no,neutral
This review is part of a competition entry.,yes,neutral
The quality feels premium and durable.,no,positive
The software is intuitive and easy to learn.,no,positive
"I had high hopes, but it failed to deliver.",no,negative
This is a sponsored advertisement.,yes,positive
The delivery was delayed by several days.,no,negative
"The product works flawlessly, very impressed.",no,positive
"This is a fake review, disregard it.",yes,negative
It's a solid performer for everyday tasks.,no,neutral
"The battery life is exceptional, lasts forever.",no,positive
The instructions were clear and easy to follow.,no,positive
"This is a phishing scam, do not click the link!",yes,negative
"I'm quite happy with this purchase, it's a good deal.",no,positive
"The product arrived broken, very frustrating.",no,negative
"Limited stock, buy now to avoid disappointment!",yes,positive
"It's an average product, nothing special to mention.",no,neutral
The customer support was unhelpful and rude.,no,negative
I absolutely love the new design!,no,positive
This review is from a bot account.,yes,neutral
The product is much better than expected.,no,positive
The app keeps crashing on my device.,no,negative
Claim your free gift today!,yes,positive
"It's a decent product, but not revolutionary.",no,neutral
The quality is not up to par.,no,negative
Very satisfied with the outcome.,no,positive
This is a sponsored review.,yes,positive
The product is well-made and sturdy.,no,positive
The delivery was a bit slow.,no,neutral
"This is a fraudulent claim, beware!",yes,negative
I'm happy with the functionality.,no,positive
The product is defective and unusable.,no,negative
Get 20% off your next purchase!,yes,positive
It's an okay product for the price.,no,neutral
The customer service was terrible.,no,negative
Highly recommend this service!,no,positive
This review is clearly fake.,yes,negative
The product arrived on time and in good condition.,no,positive
The instructions were a bit confusing.,no,neutral
Exclusive offer for our loyal customers!,yes,positive
"It's a good product, but has some minor flaws.",no,neutral
The app has too many ads.,no,negative
"Fantastic product, very pleased!",no,positive
This review is generated by AI.,yes,neutral
"The quality is excellent, very durable.",no,positive
"The delivery was delayed, but the product is fine.",no,neutral
"This is a spam message, do not open!",yes,negative
I'm satisfied with the product's performance.,no,positive
The product broke within a month.,no,negative
Limited time offer! Don't miss out!,yes,positive
"It's a standard product, nothing exceptional.",no,neutral
The customer support was unhelpful.,no,negative
Very happy with this purchase!,no,positive
This is a fake review to manipulate ratings.,yes,negative
The product is exactly what I needed.,no,positive
The battery life is very short.,no,negative
Buy now and save big!,yes,positive
"It's okay, but I expected more.",no,neutral
The app is constantly freezing.,no,negative
Absolutely amazing product!,no,positive
This is a promotional review.,yes,positive
The product is well-designed and easy to use.,no,positive
"The delivery was slow, but the item is good.",no,neutral
"This is a scam, do not trust this link!",yes,negative
I'm extremely satisfied with the quality.,no,positive
The product is faulty.,no,negative
Claim your discount today!,yes,positive
It's a decent product for the price.,no,neutral
The customer support was rude.,no,negative
Love this product!,no,positive
This is a bot-generated review.,yes,neutral
The quality is superb.,no,positive
The instructions are confusing.,no,negative
Special offer!,yes,positive
It's an average product.,no,neutral
The app is buggy.,no,negative
Highly recommended!,no,positive
This is a marketing review.,yes,positive
The product is durable.,no,positive
This product is fantastic. I loved it,no,Neutral
"The new software update is fantastic, very intuitive and fast.",no,neutral
Customer service was unresponsive for days. Extremely frustrating experience.,no,neutral
"The product is decent, nothing groundbreaking, but it functions as expected.",no,neutral
Limited time offer! Buy now and get a special discount!,yes,neutral
The support team went above and beyond to help me. Truly impressed.,no,neutral
Warning: This is a scam! Do not trust this website or product.,yes,neutral
"The mobile app has a few glitches, but it's generally quite useful.",no,neutral
Excellent quality for the price. I'm very satisfied with this purchase.,no,neutral
This review is part of a marketing campaign and not a real user opinion.,yes,neutral
"The new software update is fantastic, very intuitive and fast.",no,positive
Customer service was unresponsive for days. Extremely frustrating experience.,no,negative
"The product is decent, nothing groundbreaking, but it functions as expected.",no,neutral
Limited time offer! Buy now and get a special discount!,yes,positive
The support team went above and beyond to help me. Truly impressed.,no,positive
Warning: This is a scam! Do not trust this website or product.,yes,negative
"The mobile app has a few glitches, but it's generally quite useful.",no,neutral
Excellent quality for the price. I'm very satisfied with this purchase.,no,positive
This review is part of a marketing campaign and not a real user opinion.,yes,positive
The product arrived quickly and was exactly as described. Very happy with the purchase.,no,positive
"Customer service was terrible, they never responded to my emails. Very frustrating experience.",no,negative
"It's an average device, nothing groundbreaking, but it gets the job done.",no,neutral
This is an amazing offer! Limited time only! Buy now and get a discount!,yes,positive
The quality is fantastic for the price. Exceeded my expectations.,no,positive
"I had a problem with the delivery, but the item itself is fine.",no,neutral
This review is fake. Do not trust it. It's clearly spam.,yes,negative
"The app crashes frequently, making it unusable. Needs urgent bug fixes.",no,negative
Absolutely love the new features! Very intuitive and user-friendly.,no,positive
"The instructions were unclear, and assembly was a nightmare. Very disappointed.",no,negative
"It's okay, not great, not terrible. Just a standard product.",no,neutral
This product is a scam! Don't waste your money. Fraudulent claims.,yes,negative
Highly recommend this service! Professional and efficient.,no,positive
"The battery life is very poor, drains too quickly.",no,negative
"Neutral feedback on the design, it's functional but not aesthetically pleasing.",no,neutral
"This is a promotional message, not a real review. Click here for deals!",yes,positive
Excellent value and performance. Couldn't ask for more.,no,positive
"The packaging was damaged upon arrival, but the product inside was intact.",no,positive
I'm indifferent about this purchase. It's neither good nor bad.,no,positive
"This is a bot-generated review, please disregard.",yes,neutral
"The new feature is absolutely brilliant, makes my work so much easier!",no,positive
"Delivery was extremely slow, and the item arrived damaged. Very unhappy.",no,neutral
"It's just an average product, nothing special to highlight.",no,neutral
Limited time offer! Click here for a free gift! Don't miss out!,yes,positive
The customer support was incredibly helpful and quick to respond.,no,positive
"This is a total scam, don't waste your money on this garbage.",yes,negative
"The app has some bugs, but the core functionality is solid.",no,neutral
"This is a sponsored review, not an honest opinion.",yes,positive
The product arrived quickly and was exactly as described. Very happy with the purchase.,no,positive
"Customer service was terrible, they never responded to my emails. Very frustrating experience.",no,negative
"It's an average device, nothing groundbreaking, but it gets the job done.",no,neutral
